,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,account_age_days,label,location_known,length,contains_emoji,contains_tag,contains_at,contains_link
6776,0,0,63967,1177,4223,0,3422,0,2.558,1338,0,1,31,0,0,0,0
6777,0,0,161,9,83,0,276,0,0.067,4113,0,0,35,0,0,0,0
6778,1,0,432921,4172,4149,0,86511,0,58.217,1486,0,0,135,0,0,0,0
6779,0,0,652,278,407,1,2848,0,0.712,4001,0,0,158,0,1,1,0
6780,0,0,25653,1804228,260,0,8227,1,1.981,4152,0,1,144,0,0,1,1
6781,0,0,10060,530,409,1,12391,0,4.685,2645,0,0,18,0,0,0,0
6782,1,0,71,0,0,0,171,0,0.118,1445,0,1,135,0,0,0,0
6783,0,0,382,212,279,0,3062,0,0.919,3333,0,1,41,0,0,0,0
6784,0,0,2249,597,0,0,27418,0,9.451,2901,0,0,142,0,1,0,1
6785,0,0,9564,958646,741,1,12068,1,2.88,4191,0,0,129,0,0,1,1
6786,0,0,23302,1947748,506,0,13333,1,4.711,2830,0,0,18,0,0,0,0
6787,0,0,2349,1232725,293,1,26216,1,7.303,3590,0,0,85,0,1,1,0
6788,1,0,10312,248,281,1,34372,0,11.034,3115,0,0,43,0,0,0,0
6789,0,0,30373,1764,1466,1,7294,0,1.528,4773,0,0,138,0,0,0,0
6790,1,0,835,122,0,0,2255,0,0.728,3097,0,1,64,0,1,1,0
6791,0,0,624,1507824,398,1,2246,1,0.563,3987,0,1,83,0,1,0,1
6792,0,0,14610,51735,3488,1,19835,1,6.0,3306,0,0,99,0,1,0,0
6793,0,0,527,976,770,1,35107,0,10.39,3379,0,0,53,0,0,1,0
6794,0,0,1331,566,727,1,7908,0,1.999,3955,0,0,143,0,0,1,0
6795,0,0,2581,272,690,0,33247,0,10.876,3057,0,0,68,0,0,0,0
6796,0,0,614,4023421,309,1,1002,1,0.327,3060,0,0,49,0,0,0,0
6797,1,0,2781,5913,856,0,4037,0,1.451,2783,0,1,118,0,0,1,0
6798,1,0,9474,12,313,0,598,0,0.374,1597,0,0,35,0,0,0,0
6799,0,0,9,1248,500,1,32661,1,7.261,4498,0,0,159,0,0,1,0
6800,0,0,6914,1487,269,1,14324,1,3.608,3970,0,0,103,0,0,0,0
6801,1,0,1220,329,0,1,3113,0,0.879,3541,0,1,159,0,0,0,0
6802,0,0,146,13,49,0,57,0,0.075,757,0,0,159,0,0,1,0
6803,1,0,4215,43,119,0,2251,0,0.795,2832,0,1,115,0,0,0,0
6804,0,0,6524,570,569,1,10533,0,3.64,2894,0,1,36,0,0,0,0
6805,0,0,3215,3720,1354,1,6557,1,1.69,3881,0,0,142,0,0,1,0
6806,0,0,341236,1351,640,1,115521,0,32.987,3502,0,0,132,0,0,1,0
6807,0,0,6084,417,337,0,26532,0,7.925,3348,0,0,73,0,0,0,0
6808,0,0,4575,63,154,0,2770,0,1.023,2707,0,1,30,0,0,0,0
6809,0,0,1868,99,320,1,2048,0,0.489,4188,0,0,58,0,0,0,0
6810,0,0,32787,1120,1961,0,125927,0,47.412,2656,0,0,160,0,0,0,0
6811,0,0,158,128,109,1,1801,0,0.433,4159,0,0,88,0,0,1,0
6812,0,0,7485,438856,5902,0,27809,1,6.727,4134,0,1,66,0,0,0,1
6813,0,0,346,115308,111,0,12456,1,3.009,4140,0,0,84,0,0,0,1
6814,0,0,40,22,33,1,26304,0,32.514,809,0,1,72,0,0,0,0
6815,0,0,1940,204,1113,0,5478,0,1.444,3794,0,0,40,0,0,0,0
6816,0,0,191,9302,2986,1,29836,0,7.128,4186,0,0,159,0,0,0,0
6817,1,0,6212,494496,322,0,5222,1,2.005,2605,0,1,120,0,0,1,1
6818,1,0,4265,519,880,0,4169,0,1.607,2595,0,1,93,0,0,0,1
6819,1,0,103,0,0,0,223,0,0.154,1444,0,1,106,0,0,0,0
6820,0,0,29777,492,2713,1,6681,0,1.596,4186,0,0,160,0,1,1,0
6821,0,0,1450,799005,84,1,6713,1,1.61,4169,0,0,99,0,0,0,1
6822,0,0,345,107,1014,1,298,0,0.073,4104,0,0,132,0,0,0,0
6823,0,0,3262,82,334,0,2062,0,0.861,2396,0,0,127,0,0,1,1
6824,0,0,646,786617,491,0,3350,1,0.975,3435,0,0,134,0,0,0,0
6825,1,0,64,0,0,0,170,0,0.118,1445,0,1,55,0,0,0,0
6826,0,0,20,4385457,127,1,7949,1,1.935,4109,0,0,118,0,0,0,0
6827,0,0,249,48721,414,0,12049,1,2.859,4214,0,0,61,0,0,0,0
6828,0,0,670,2887689,246,1,7362,1,1.761,4180,0,0,123,0,0,1,1
6829,0,0,5889,135,237,1,8474,0,1.983,4273,0,0,43,0,0,0,0
6830,0,0,110563,226623,137388,1,33279,1,7.982,4169,0,0,144,0,0,0,1
6831,0,0,1589,50,99,0,2817,0,1.031,2732,0,0,24,0,1,0,0
6832,0,0,255657,1762522,1540,1,32926,1,7.923,4156,0,0,107,0,1,1,0
6833,1,0,39,0,0,0,107,0,0.074,1444,0,1,107,0,0,0,0
6834,0,0,2447,7499,1803,1,21020,1,4.768,4409,0,0,119,0,0,1,0
6835,0,0,1146,141,172,1,1072,0,0.347,3091,0,0,112,0,0,0,0
6836,0,0,12017,213,352,0,10851,0,3.396,3195,0,0,152,0,0,1,0
6837,1,0,41,0,0,0,89,0,0.062,1444,0,1,88,0,0,0,0
6838,0,0,6693,1863,1703,1,8884,0,4.376,2030,0,0,116,0,1,0,0
6839,0,0,7797,1317392,1081,1,40659,1,9.729,4179,0,0,141,0,1,0,0
6840,0,0,37465,1446,3337,1,97129,0,23.331,4163,0,0,152,0,0,0,0
6841,0,0,36350,173,596,1,2824,0,1.148,2461,0,1,88,0,0,0,0
6842,0,0,1964,11528,941,1,9332,1,2.299,4060,0,0,159,0,1,0,0
6843,0,0,1296,1286470,317,1,8472,1,2.039,4155,0,1,124,0,0,0,0
6844,1,0,928,207,578,0,859,0,0.249,3454,0,1,106,0,0,0,0
6845,0,0,199,3852,739,1,15667,1,4.065,3854,0,0,105,0,0,0,0
6846,0,0,6147,57594,252,0,18183,0,10.535,1726,0,1,142,0,0,1,1
6847,0,0,1678,1357026,489,1,6680,1,2.098,3184,0,0,156,0,1,1,0
6848,0,0,744,893864,180,0,12262,1,2.877,4262,0,0,166,0,0,0,1
6849,1,0,18790,312,474,0,7595,0,1.873,4055,0,1,18,0,0,0,0
6850,0,0,292,937580,111,1,2113,1,0.624,3386,0,0,148,0,1,1,1
6851,0,0,33,2065,636,1,88902,0,24.417,3641,0,0,60,0,0,0,0
6852,0,0,18474,1964,1333,1,25295,0,8.197,3086,0,1,76,0,1,0,0
6853,0,0,17530,248674,2803,1,58746,1,14.088,4170,0,1,160,0,0,1,0
6854,0,0,100476,503,426,0,18362,0,11.718,1567,0,0,35,0,1,0,0
6855,0,0,54128,16906,6493,1,17290,1,4.103,4214,0,0,109,0,0,1,0
6856,0,0,652,19240,3462,1,56345,0,16.394,3437,0,0,152,0,1,0,0
6857,0,0,74791,20476,2958,1,101777,0,36.624,2779,0,0,131,0,1,1,0
6858,1,0,1299,552,1319,1,25150,0,6.193,4061,0,0,109,0,0,0,0
6859,0,0,33941,10586,6787,1,19701,0,4.696,4195,0,0,111,0,0,1,0
6860,0,0,12642,2600021,448,1,1875,1,0.471,3984,0,1,36,0,0,0,0
6861,0,0,228,40,428,1,43,0,0.01,4137,0,0,93,0,0,0,0
6862,0,0,11618,58607,3005,1,22648,1,5.955,3803,0,0,113,0,1,0,0
6863,0,0,10521,1705,3307,1,9531,0,3.028,3148,0,0,154,0,0,1,0
6864,1,0,59,1395,1264,0,1456,0,1.001,1454,0,0,157,0,0,1,0
6865,0,0,1222,83,466,1,3971,0,0.95,4180,0,0,92,0,0,0,0
6866,0,0,27,29,655,0,158,0,0.047,3340,0,1,30,0,0,0,0
6867,0,0,66,233399,833,0,16318,0,4.212,3874,0,0,124,0,0,1,0
6868,0,0,4231,85898,3180,1,13499,1,3.297,4094,0,0,95,0,0,1,0
6869,0,0,10,57402,465,0,7368,0,1.779,4142,0,0,25,0,0,0,0
6870,0,0,14100,1046320,1081,1,18658,1,5.504,3390,0,0,152,0,0,1,1
6871,0,0,21104,115916,586,1,42174,0,10.189,4139,0,0,155,0,0,0,0
6872,0,0,2690,22713,173,1,3006,1,0.774,3884,0,0,49,0,0,0,0
6873,0,0,623,199,374,1,1398,0,0.6,2331,0,0,16,0,0,0,0
6874,1,0,3817,572,602,1,10388,0,3.31,3138,0,1,18,0,0,0,0
6875,0,0,6077,180,495,1,6180,0,2.245,2753,0,0,76,0,0,1,0
6876,0,0,11077,258,654,1,12502,0,3.108,4022,0,0,27,0,0,0,0
6877,0,0,31,263924,335,1,17443,1,4.555,3829,0,0,92,0,0,1,0
6878,0,0,21,10702929,4,1,2827,1,0.692,4087,0,0,126,0,1,0,0
6879,0,0,4139,32,64,0,1902,0,1.217,1563,0,0,108,0,0,0,0
6880,0,0,8433,580,1412,1,2977,0,0.817,3644,0,0,38,0,0,1,0
6881,0,0,47922,102,407,0,12473,0,3.054,4084,0,0,92,0,0,0,0
6882,0,0,10344,8777,1190,1,2626,1,0.772,3400,0,0,67,0,0,1,0
6883,0,0,10386,681,733,1,42594,0,10.525,4047,0,1,160,0,1,0,0
6884,0,0,1991,186,729,1,1734,0,1.313,1321,0,0,140,0,1,0,0
6885,0,0,1007,257,413,1,3019,0,0.776,3890,0,0,98,0,0,0,0
6886,0,0,1308,3994486,79,1,4726,1,1.715,2755,0,1,6,0,0,0,0
6887,1,0,34,0,0,0,87,0,0.06,1444,0,1,31,0,0,0,0
6888,0,0,1190,373,826,1,3083,0,0.75,4110,0,0,114,0,0,1,1
6889,1,0,3052,42,194,0,535,0,0.289,1850,0,0,106,0,0,1,0
6890,0,0,6692,1830,1138,1,16217,0,3.805,4262,0,0,114,0,1,1,0
6891,0,0,20484,595,589,1,44544,0,13.198,3375,0,0,152,0,1,0,0
6892,0,0,12828,118220,16123,0,30208,1,6.746,4478,0,0,108,0,0,1,0
6893,0,0,116245,1308,1001,1,53932,0,17.341,3110,0,0,94,0,0,0,0
6894,0,0,5785,12291,1995,1,2673,1,0.647,4131,0,0,104,0,0,1,0
6895,1,0,3620,153,158,1,537,0,0.215,2501,0,1,48,0,0,0,0
6896,0,0,660,875,765,0,39506,0,10.237,3859,0,0,46,0,0,0,0
6897,1,0,6275,269,353,1,4910,0,1.396,3518,0,0,130,0,0,0,0
6898,0,0,10063,7780,7123,1,12176,0,4.203,2897,0,0,149,0,1,1,1
6899,0,0,5931,1357,966,1,7787,0,1.963,3966,0,0,114,0,0,0,1
6900,0,0,52882,5093,3086,1,61636,1,13.627,4523,0,0,111,0,0,0,1
6901,0,0,1302,614,1187,1,7115,1,2.117,3361,0,0,43,0,0,1,0
6902,0,0,13454,164,509,1,2581,0,1.448,1783,0,0,124,0,0,0,1
6903,0,0,7715,292,135,1,7566,0,3.641,2078,0,0,42,0,0,0,0
6904,0,0,3122,569,1302,1,8384,0,2.196,3817,0,0,140,0,1,0,0
6905,0,0,9642,11451,2239,1,16265,1,3.632,4478,0,0,127,0,0,1,1
6906,0,0,374,2556,1895,0,5390,0,1.303,4138,0,0,159,0,0,0,0
6907,1,0,12267,1370367,432,1,6446,1,2.758,2337,0,1,88,0,0,0,0
6908,0,0,271,166,310,1,7707,0,2.598,2966,0,0,135,0,1,0,0
6909,0,0,689,207,361,1,19184,0,4.635,4139,0,0,79,0,0,0,0
6910,0,0,2167,97252,2941,1,59457,0,13.99,4250,0,0,125,0,0,1,0
6911,1,0,5917,15900,1954,1,8535,1,2.045,4173,0,0,133,0,0,1,0
6912,0,0,4539,1146939,153,0,3871,1,1.173,3299,0,0,89,0,0,0,0
6913,0,0,24147,6760,7065,1,15958,1,4.505,3542,0,0,130,0,0,0,1
6914,1,0,850,2632,72,0,1539,0,0.74,2080,0,0,43,0,0,0,0
6915,0,0,30575,2922,2417,1,23393,0,8.202,2852,0,0,160,0,0,0,0
6916,0,0,4597,8877,2680,1,31532,1,7.778,4054,0,0,136,0,0,0,1
6917,0,0,23986,5572,2050,1,41552,1,9.187,4523,0,0,160,0,0,0,0
6918,1,0,79,1,0,0,168,0,0.116,1444,0,1,152,0,0,0,0
6919,0,0,26043,1001,2348,0,16770,0,4.033,4158,0,0,107,0,1,0,0
6920,0,0,420,124,1213,0,705,0,0.775,910,0,0,89,0,0,0,0
6921,1,0,16528,460,118,1,14002,0,5.734,2442,0,0,81,0,0,0,0
6922,0,0,282644,10320,10963,0,565287,0,139.888,4041,0,1,160,0,0,0,0
6923,1,0,0,419,162,1,1359,0,0.714,1903,0,1,93,0,0,1,0
6924,0,0,38007,606,612,1,47881,0,14.379,3330,0,1,11,0,0,0,0
6925,0,0,107009,7473,887,0,57947,0,15.619,3710,0,0,156,0,1,1,0
6926,0,0,653,5191,705,1,2408,1,0.573,4200,0,0,57,0,0,1,0
6927,0,0,1733,7325,1629,1,3408,0,0.982,3472,0,0,158,0,0,0,0
6928,1,0,1106,1507,0,1,12267,0,7.297,1681,0,0,39,0,0,0,0
6929,0,0,59674,3034,344,0,651671,0,216.934,3004,0,0,159,0,0,0,0
6930,1,0,44441,414,733,1,7079,0,3.358,2108,0,0,72,0,0,0,0
6931,0,0,114942,2295,4758,1,22182,0,9.324,2379,0,0,109,0,0,0,0
6932,0,0,16477,131155,465,1,18690,1,5.058,3695,0,0,122,0,0,0,0
6933,0,0,20,18845,659,1,23301,0,6.062,3844,0,0,15,0,0,0,0
6934,0,0,3748,10281,1857,1,44172,0,11.087,3984,0,0,160,0,0,0,0
6935,1,0,21422,479,346,1,1218,0,0.542,2246,0,0,40,0,0,0,0
6936,0,0,61,1598594,359,0,3902,1,0.973,4011,0,0,140,0,0,1,0
6937,0,0,10328,72,193,1,1256,0,0.427,2944,0,1,25,0,0,0,0
6938,0,0,3425,1843,4060,0,2604,0,1.808,1440,0,0,33,0,0,0,0
6939,1,0,6066,3539,3621,1,4782,1,1.276,3747,0,0,141,0,0,1,0
6940,0,0,2792,14422,1079,1,26035,0,7.031,3703,0,0,129,0,0,1,0
6941,0,0,4469,634956,608,1,5909,1,2.018,2928,0,1,138,0,0,1,0
6942,0,0,2339,706,374,1,1240,0,0.476,2603,0,0,155,0,1,0,0
6943,0,0,8373,307,1075,1,7359,0,2.008,3664,0,0,107,0,1,0,0
6944,0,0,1700,16,80,1,2595,0,0.622,4170,0,0,32,0,0,0,0
6945,0,0,4732,6046,5344,1,8304,0,2.787,2980,0,0,157,0,1,0,0
6946,0,0,3055,4231670,9053,1,8293,1,1.852,4478,0,0,78,0,0,0,1
6947,0,0,11533,94923,25,0,10325,1,2.697,3829,0,0,91,0,0,0,1
6948,0,0,24056,956,190,1,18874,0,7.799,2420,0,0,43,0,0,0,0
6949,0,0,1185,78575,28754,1,43054,0,11.042,3899,0,0,36,0,0,1,0
6950,1,0,43,73,88,0,66,0,0.091,727,0,0,144,0,0,1,0
6951,0,0,3660,801,98,1,31839,0,7.602,4188,0,0,85,0,0,0,0
6952,0,0,30083,773,960,1,56887,0,16.855,3375,0,0,159,0,1,0,0
6953,0,0,12977,275,558,0,3476,0,1.105,3146,0,0,36,0,0,0,0
6954,0,0,7685,389973,19855,1,51574,1,11.403,4523,0,0,150,0,0,0,0
6955,0,0,1008,1460457,1256,1,12916,1,3.392,3808,0,1,144,0,0,1,0
6956,1,0,29385,127,361,0,1843,0,1.774,1039,0,0,154,0,1,0,0
6957,0,0,1613,91,143,0,494,0,0.486,1016,0,0,148,0,0,0,0
6958,0,0,937,4969736,44,0,2365,1,0.528,4478,0,0,95,0,1,0,0
6959,0,0,9150,162296,10969,1,7716,1,1.853,4164,0,0,137,0,0,0,1
6960,0,0,1514,1032,1580,1,13234,0,4.004,3305,0,0,159,0,1,0,0
6961,1,0,209,96,422,0,812,0,0.362,2246,0,0,74,0,0,0,0
6962,1,0,16077,5231,1555,1,8452,0,2.801,3018,0,0,156,0,1,0,0
6963,0,0,1000,1442,61,1,31600,0,8.746,3613,0,0,37,0,1,0,0
6964,0,0,5510,3810,2088,1,19860,1,7.506,2646,0,0,139,0,1,1,0
6965,0,0,1836,41,259,0,560,0,0.134,4175,0,0,160,0,0,0,0
6966,0,0,1352,1152,1057,1,1905,1,0.665,2864,0,0,58,0,0,1,0
6967,0,0,13255,1735,777,0,11211,0,2.966,3780,0,0,145,0,0,0,0
6968,1,0,4135,58,551,1,1063,0,0.425,2501,0,1,35,0,0,0,0
6969,0,0,0,750,0,0,3990,0,1.466,2721,0,0,41,0,1,0,0
6970,1,0,871,515,1004,1,3792,0,1.482,2559,0,0,158,0,1,1,0
6971,0,0,116922,14575,5998,1,42936,0,10.301,4168,0,0,156,0,1,1,0
6972,0,0,371,8961,928,0,17667,1,4.267,4140,0,0,48,0,0,0,0
6973,0,0,351,2028670,109,0,1204,1,0.536,2248,0,0,85,0,0,1,0
6974,0,0,3068,150,811,0,1913,0,0.488,3919,0,0,142,0,0,1,0
6975,0,0,26803,1194,798,1,44095,0,13.31,3313,0,0,41,0,0,0,0
6976,0,0,42143,2470,985,0,14454,0,4.423,3268,0,0,57,0,0,0,0
6977,0,0,316,3713495,116,0,18431,1,4.116,4478,0,0,89,0,0,0,1
6978,1,0,45,36,0,0,303,0,0.097,3113,0,1,124,0,0,0,0
6979,0,0,19088,341,325,1,20334,0,8.124,2503,0,0,26,0,0,0,0
6980,0,0,0,149784,2665,1,93492,1,22.139,4223,0,1,158,0,0,1,0
6981,0,0,41175,430,323,1,18852,0,4.543,4150,0,0,122,0,1,0,0
6982,0,0,14,138,171,1,1673,0,0.503,3323,0,0,110,0,0,0,0
6983,0,0,1925,585,669,0,27071,0,7.819,3462,0,1,32,0,1,0,0
6984,1,0,1675,272458,357,1,4788,0,1.162,4119,0,0,97,0,0,0,0
6985,0,0,9,19911,1520,0,61949,1,14.576,4250,0,0,130,0,0,1,0
6986,0,0,443,12222,317,1,10387,1,2.405,4319,0,0,44,0,0,0,0
6987,0,0,8370,368,223,1,2351,0,0.783,3003,0,1,19,0,0,0,0
6988,0,0,1355,539,147,0,13755,0,3.624,3796,0,0,31,0,0,0,0
6989,0,0,54828,22508,21948,0,15953,0,3.8,4198,0,0,107,0,1,0,0
6990,0,0,264,4044142,763,0,2579,1,0.667,3869,0,0,73,0,0,0,1
6991,1,0,6692,468,1192,1,10287,0,3.707,2775,0,0,102,0,0,0,1
6992,0,0,18534,1193,1006,0,35713,0,9.143,3906,0,0,97,0,0,0,0
6993,0,0,108,66132,339,0,7643,0,1.864,4100,0,0,61,0,0,0,0
6994,1,0,15677,721,401,0,11425,0,7.15,1598,0,1,159,0,1,0,0
6995,0,0,11683,17,371,0,653,0,0.216,3028,0,1,64,0,0,0,0
6996,0,0,124279,38729,1523,1,59536,1,14.974,3976,0,0,25,0,0,0,0
6997,1,0,1265,25,300,0,329,0,0.483,681,0,1,111,0,1,0,0
6998,0,0,3084,21542610,173,1,9341,1,2.209,4228,0,0,54,0,0,0,0
6999,0,0,8,4732500,162,0,4413,1,1.226,3600,0,0,33,0,0,0,0
7000,0,0,58692,49728,4462,1,44818,1,12.565,3567,0,0,119,0,0,1,0
7001,0,0,621,58124,302,1,7610,1,1.936,3930,0,0,61,0,0,1,0
7002,0,0,92607,1303,2714,1,84296,0,25.043,3366,0,0,160,0,0,1,0
7003,0,0,1288,6897568,1701,0,13331,1,3.215,4146,0,1,17,0,0,0,0
7004,0,0,3129,1436944,397,1,33442,0,9.547,3503,0,0,121,0,0,1,0
7005,0,0,11212,6667,2819,1,21327,1,4.902,4351,0,0,60,0,0,1,0
7006,0,0,1796,286,485,1,2712,0,0.746,3633,0,0,116,0,0,1,0
7007,0,0,822,121932,2463,1,23872,0,5.711,4180,0,0,30,0,0,0,0
7008,0,0,40287,130,867,0,32058,0,12.435,2578,0,0,79,0,0,0,0
7009,1,0,55,0,0,0,153,0,0.106,1444,0,1,94,0,0,0,0
7010,1,0,19523,213,256,0,1778,0,1.379,1289,0,0,10,0,0,1,0
7011,1,0,6977,567,60,0,12669,0,8.96,1414,0,1,122,0,0,0,0
7012,0,0,4651,118634,1414,1,7316,1,1.778,4115,0,0,160,0,1,1,1
7013,1,0,19485,162,615,0,5723,0,1.37,4176,0,1,97,0,0,0,0
7014,0,0,984,99,387,0,1935,0,0.567,3414,0,0,150,0,0,1,0
7015,1,0,8151,360,292,1,20553,0,8.821,2330,0,1,26,0,0,0,0
7016,0,0,153,1235014,224,0,2330,1,0.667,3491,0,0,70,0,0,0,0
7017,0,0,972,785704,132,1,4202,1,1.213,3463,0,0,19,0,0,0,0
7018,1,0,6246,391,556,0,1343,0,1.742,771,0,0,132,0,1,0,0
7019,0,0,30064,2658966,8909,1,220461,1,49.013,4498,0,1,160,0,0,1,0
7020,0,0,11482,1306258,758,1,31832,0,7.893,4033,0,1,146,0,0,0,0
7021,1,0,4287,427,427,1,16734,0,5.768,2901,0,0,39,0,0,0,0
7022,0,0,54323,16153,4236,1,24935,1,7.137,3494,0,0,15,0,0,0,0
7023,0,0,3204,209403,757,1,25004,1,5.993,4172,0,0,90,0,0,1,0
7024,0,0,22478,3917,2425,1,13372,1,3.096,4319,0,0,139,0,0,0,0
7025,0,0,2364,403448,4418,0,95861,1,25.7,3730,0,0,146,0,0,0,1
7026,1,0,8752,322,413,1,777,0,0.282,2754,0,1,21,0,0,0,0
7027,0,0,670,374,449,0,1038,0,0.508,2042,0,1,124,0,0,0,0
7028,0,0,11125,150,184,1,44389,0,45.668,972,0,0,123,0,0,0,0
7029,0,0,11302,942,770,1,79062,0,24.653,3207,0,0,7,0,0,0,0
7030,0,0,35229,11474,1403,1,28677,1,7.209,3978,0,0,141,0,0,1,0
7031,0,0,7805,210,755,0,2277,0,0.545,4179,0,0,139,0,0,0,0
7032,0,0,189,922,670,1,10319,0,2.362,4368,0,0,104,0,0,1,0
7033,0,0,7097,1955,770,1,4310,0,2.11,2043,0,0,155,0,0,1,0
7034,1,0,633,3535,20442,0,233,0,0.091,2552,0,0,114,0,0,1,0
7035,0,0,4150,6608,6259,0,22616,0,6.781,3335,0,0,152,0,1,0,0
7036,0,0,80590,647,1434,0,22367,0,17.584,1272,0,0,68,0,1,0,0
7037,0,0,2324,65,364,1,1953,0,0.531,3675,0,0,121,0,0,0,0
7038,0,0,13,373,332,1,13606,0,4.194,3244,0,1,36,0,0,0,0
7039,0,0,1367,2694,448,1,3471,0,1.328,2614,0,0,102,0,1,0,0
7040,0,0,8154,316,757,1,16231,0,5.058,3209,0,0,46,0,0,0,0
7041,1,0,9468,423,1067,0,2752,0,2.248,1224,0,1,76,0,1,0,0
7042,1,0,22148,266,898,1,8030,0,7.247,1108,0,0,102,0,1,1,0
7043,0,0,17859,347,1057,1,13133,0,3.562,3687,0,0,159,0,0,0,0
7044,0,0,15,540308,49,1,4673,0,1.137,4111,0,0,156,0,0,0,0
7045,1,0,333,141,264,0,107,0,0.164,651,0,0,143,0,1,1,0
7046,0,0,18539,149562,2639,1,27354,1,6.109,4478,0,0,74,0,0,1,0
7047,0,0,6567,125765,888,0,26433,1,7.045,3752,0,1,62,0,0,0,0
7048,0,0,1418,534,506,0,8213,0,2.76,2976,0,0,66,0,0,0,0
7049,0,0,29287,261282,770,0,80149,1,18.096,4429,0,0,39,0,0,0,0
7050,1,0,7387,961783,777,0,10703,1,2.828,3785,0,0,26,0,0,0,0
7051,0,0,6269,1425339,4740,1,36284,1,8.687,4177,0,0,90,0,1,1,0
7052,0,0,18,1865884,3,1,32,1,0.008,4109,0,0,20,0,0,0,0
7053,0,0,2581,332079,839,1,9043,1,1.868,4841,0,0,30,0,0,0,0
7054,0,0,1943,1489,924,0,24515,0,5.822,4211,0,0,86,0,0,0,0
7055,1,0,6885,97,369,1,1140,0,0.767,1487,0,0,16,0,0,0,0
7056,0,0,4395,10,31,0,3361,0,2.396,1403,0,1,97,0,0,0,0
7057,0,0,10,1040,2613,1,51700,0,18.604,2779,0,0,92,0,1,1,0
7058,0,0,63,135885,1703,0,3537,1,0.976,3624,0,0,138,0,0,0,0
7059,0,0,824,1472497,251,0,2601,1,0.615,4228,0,1,79,0,0,1,0
7060,0,0,19659,1185,308,1,101395,0,41.335,2453,0,1,113,0,0,0,0
7061,0,0,16829,625,301,1,17985,0,4.585,3923,0,0,113,0,0,0,0
7062,0,0,17,119,0,1,1903,0,0.486,3918,0,0,12,0,0,0,0
7063,1,0,590,868,1104,0,1492,0,0.338,4409,0,0,139,0,0,0,1
7064,0,0,2058,54826,1557,1,3418,1,0.955,3578,0,1,153,0,0,0,0
7065,1,0,7474,126,66,1,1571,0,1.172,1341,0,0,129,0,1,0,0
7066,1,0,43955,252188,48629,0,76081,0,58.614,1298,0,0,145,0,0,0,0
7067,1,0,1873,3241227,84,1,2052,1,1.325,1549,0,1,56,0,0,1,0
7068,0,0,110247,20,385,0,7664,0,5.598,1369,0,1,44,0,0,0,0
7069,1,0,5574,110,462,0,5049,0,3.917,1289,0,0,159,0,0,0,0
7070,0,0,10423,237,730,1,2155,0,1.605,1343,0,0,61,0,0,0,0
7071,1,0,213,0,0,0,366,0,0.282,1297,0,1,132,0,0,0,0
7072,0,0,48739,89606,3099,1,27276,1,6.549,4165,0,0,65,0,0,1,0
7073,0,0,60,169343,95,0,17633,0,4.242,4157,0,0,124,0,0,1,0
7074,0,0,24,20,0,0,146,0,0.043,3384,0,0,127,0,0,0,0
7075,0,0,5064,483872,66,1,20324,1,4.987,4075,0,0,26,0,0,0,0
7076,1,0,415,92,289,1,1365,0,0.458,2980,0,0,58,0,0,0,0
7077,0,0,29310,2765129,47,0,4849,1,1.158,4186,0,1,68,0,0,0,0
7078,0,0,21,93,0,0,395,0,0.123,3209,0,0,119,0,1,1,0
7079,0,0,72419,176293,105920,0,17104,1,5.484,3119,0,0,132,0,1,0,0
7080,0,0,2978,1736146,526,0,7038,1,1.79,3932,0,0,31,0,0,0,0
7081,1,0,5645,225,900,0,1222,0,0.38,3212,0,1,109,0,0,0,0
7082,0,0,23111,574880,313336,1,45049,1,12.736,3537,0,0,155,0,1,1,0
7083,1,0,5,151,0,0,115,0,0.065,1767,0,1,24,0,0,0,0
7084,0,0,783,239914,2526,1,29273,0,7.402,3955,0,0,90,0,0,1,0
7085,0,0,163,20385,300,0,3938,1,0.959,4106,0,0,89,0,1,0,1
7086,0,0,2616,6216,4373,1,23396,0,5.783,4046,0,0,155,0,0,0,0
7087,0,0,3856,7257,225,1,9314,0,2.18,4273,0,0,144,0,1,1,0
7088,0,0,6211,771743,158,1,27395,1,6.664,4111,0,1,141,0,0,1,0
7089,0,0,4009,2059,205,0,20420,0,7.77,2628,0,0,158,0,0,0,0
7090,1,0,2745,45,458,1,326,0,0.084,3860,0,0,159,0,0,0,0
7091,0,0,161030,4238,1648,1,56259,1,13.322,4223,0,0,105,0,0,1,0
7092,0,0,37631,8201651,1300,0,14180,1,4.507,3146,0,0,29,0,0,0,0
7093,0,0,20796,637,540,1,2366,0,1.568,1509,0,0,149,0,0,1,1
7094,1,0,39163,5299,2352,1,28981,0,29.127,995,0,0,160,0,0,0,0
7095,1,0,35,127,699,0,517,0,0.195,2646,0,0,136,0,0,1,0
7096,0,0,924,1249,473,1,3240,1,1.113,2910,0,0,160,0,0,0,0
7097,1,0,31501,1722,1563,1,51126,0,12.839,3982,0,0,91,0,1,1,0
7098,0,0,14811,926,522,1,43864,0,16.609,2641,0,0,26,0,0,0,0
7099,0,0,1072,35,181,0,266,0,0.128,2085,0,1,47,0,0,0,0
7100,1,0,5710,133,1354,1,3150,0,0.919,3427,0,0,153,0,0,1,0
7101,0,0,90332,103106,78390,1,25556,0,19.704,1297,0,0,140,0,1,0,1
