,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,account_age_days,label,location_known,length,contains_emoji,contains_tag,contains_at,contains_link
1027,0,0,34375,275,170,0,20449,0,5.874,3481,0,1,36,0,0,0,0
1028,0,0,1104,61,213,0,365,0,0.186,1964,0,0,146,0,0,0,0
1029,1,0,10036,773,1507,0,22681,0,13.013,1743,0,1,67,0,0,0,0
1030,0,0,23748,424,655,1,6759,0,1.573,4298,0,0,78,0,0,0,0
1031,0,0,3096,2848336,288791,1,12677,1,3.069,4131,0,1,102,0,0,1,1
1032,0,0,39995,256785,939,1,601,1,0.123,4901,0,0,149,0,0,0,0
1033,1,0,11246,358,341,1,2745,0,0.973,2822,0,1,23,0,0,0,0
1034,1,0,53584,1353508,515,1,157247,1,41.272,3810,0,0,54,0,0,0,0
1035,0,0,1449,166,1479,0,3091,0,0.932,3318,0,0,121,0,0,0,0
1036,1,0,65923,111,127,0,9197,0,8.453,1088,0,0,154,0,0,1,0
1037,0,0,235509,4389,4268,0,190405,0,58.858,3235,0,1,159,0,0,0,0
1038,0,0,34,258,139,1,2203,0,0.711,3099,0,0,20,0,0,0,0
1039,0,0,5852,1985,1631,1,15493,1,3.191,4855,0,0,121,0,1,1,0
1040,0,0,5335,608,609,0,7816,0,2.709,2885,0,0,119,0,1,0,0
1041,0,0,211258,57112,1746,1,115865,1,27.633,4193,0,0,159,0,0,1,0
1042,0,0,2508,16,366,0,2968,0,1.153,2574,0,0,74,0,0,0,0
1043,0,0,65919,2143433,771,0,10725,1,2.514,4266,0,1,159,0,0,0,0
1044,1,0,1591,35,179,0,562,0,0.167,3359,0,0,97,0,0,0,0
1045,0,0,52866,2043,5000,1,280691,0,84.827,3309,0,0,58,0,1,0,0
1046,0,0,22073,2113,4136,1,13681,0,3.894,3513,0,0,158,0,1,0,0
1047,0,0,448,327,329,1,4658,0,1.36,3425,0,0,61,0,0,0,1
1048,0,0,21,32,0,0,1286,0,0.309,4158,0,0,116,0,0,0,0
1049,0,0,26953,8570,1405,1,32670,1,17.64,1852,0,1,157,0,1,1,0
1050,1,0,74,0,0,0,185,0,0.128,1445,0,1,126,0,0,0,0
1051,0,0,56503,31749,1627,1,106164,1,30.393,3493,0,0,159,0,1,1,0
1052,1,0,4234,417,307,0,3952,0,2.041,1936,0,0,25,0,0,0,0
1053,0,0,66037,436,1099,1,18968,0,4.914,3860,0,0,152,0,0,1,0
1054,1,0,51085,86,362,0,4575,0,2.821,1622,0,1,79,0,0,0,0
1055,1,0,450,148,174,1,497,0,0.205,2425,0,1,42,0,0,0,0
1056,0,0,16660,445,551,0,27444,0,10.252,2677,0,0,52,0,0,0,0
1057,0,0,29,1904587,96,0,461,1,0.181,2548,0,1,136,0,0,0,1
1058,0,0,6354,1677129,467,1,13836,1,3.294,4201,0,0,33,0,1,0,0
1059,0,0,1953,2385,354,0,7188,1,2.793,2574,0,0,80,0,0,0,0
1060,0,0,4469,1149235,1183,1,5270,1,1.305,4038,0,1,65,0,0,0,0
1061,1,0,4171,78435,4352,1,6024,1,1.476,4081,0,0,142,0,0,0,0
1062,0,0,21838,582256,12390,1,32393,1,7.789,4159,0,0,18,0,0,0,0
1063,0,0,5817,2225030,5606,1,12641,1,3.046,4150,0,0,69,0,0,0,0
1064,0,0,265,806,3065,0,543,0,0.449,1209,0,1,15,0,0,0,0
1065,1,0,21610,744,195,0,14749,0,6.385,2310,0,1,157,0,1,0,0
1066,0,0,5389,506,2593,0,29595,0,7.243,4086,0,0,157,0,0,0,0
1067,0,0,17059,243,224,1,17440,0,5.231,3334,0,0,27,0,0,0,0
1068,0,0,1224,36266,25744,1,7033,0,2.034,3457,0,0,128,0,0,0,1
1069,1,0,2278,236,191,0,2509,0,1.478,1697,0,1,149,0,0,0,0
1070,1,0,1588,192,405,0,2253,0,0.885,2547,0,1,86,0,0,0,0
1071,0,0,6923,787458,763,1,345241,1,86.657,3984,0,0,134,0,0,0,0
1072,1,0,1651,506,374,0,13921,0,4.866,2861,0,1,138,0,0,0,0
1073,0,0,55545,654,2038,0,16655,0,4.01,4153,0,0,149,0,1,1,0
1074,1,0,8565,163695,3027,1,176774,0,50.32,3513,0,0,139,0,0,0,0
1075,1,0,33866,11541,8715,1,15808,0,3.843,4113,0,0,90,0,0,0,1
1076,0,0,144,863,581,1,82610,0,23.786,3473,0,0,62,0,0,0,0
1077,0,0,15,45,0,0,110,0,0.027,4102,0,0,153,0,0,0,0
1078,0,0,953,25,91,1,1697,0,0.468,3623,0,0,15,0,0,0,0
1079,0,0,10381,89717,561,0,18576,1,4.56,4074,0,0,103,0,0,1,0
1080,0,0,15255,21113,2114,1,12199,1,2.914,4187,0,0,150,0,1,1,0
1081,1,0,16227,7058,712,1,35077,1,7.607,4611,0,0,128,0,0,1,1
1082,0,0,3534,183,322,0,11319,0,2.679,4225,0,0,30,0,0,0,0
1083,0,0,422,13630,425,0,9565,0,2.304,4152,0,0,34,0,0,0,0
1084,1,0,2047,96,0,0,2141,0,0.921,2325,0,0,104,0,0,1,0
1085,0,0,13944,14826,1014,0,154672,1,38.134,4056,0,0,76,0,0,1,0
1086,0,0,1332,12189418,564,1,5992,1,1.458,4110,0,1,22,0,0,0,0
1087,1,0,105545,9244,9162,1,25304,0,12.728,1988,0,0,150,0,1,0,0
1088,1,0,47259,370,280,1,11305,0,4.639,2437,0,1,31,0,0,0,0
1089,0,0,38344,2939043,1341,1,179525,1,49.252,3645,0,0,152,0,0,1,0
1090,0,0,1993,161,134,0,10866,0,2.659,4086,0,0,49,0,0,0,0
1091,0,0,1,70633,2114,0,615,1,0.182,3382,0,0,59,0,0,1,0
1092,0,0,13099,99711,887,1,24636,1,6.366,3870,0,1,100,0,0,0,0
1093,0,0,34255,1128,455,1,48209,0,14.784,3261,0,0,41,0,1,0,0
1094,0,0,10455,92548,394,1,16195,0,4.436,3651,0,0,82,0,0,0,0
1095,1,0,1217,95,299,0,714,0,0.223,3201,0,0,74,0,0,0,0
1096,1,0,12,83,109,0,668,0,0.329,2030,0,0,101,0,0,1,0
1097,0,0,67072,93,177,0,6237,0,2.997,2081,0,0,97,0,0,0,0
1098,0,0,1,91111,7,1,4038,0,1.161,3479,0,0,63,0,0,0,0
1099,0,0,45747,149812,3983,0,33068,1,7.928,4171,0,0,133,0,0,1,0
1100,0,0,8322,683,373,1,22357,0,6.781,3297,0,1,26,0,0,0,0
1101,1,0,119941,1527,696,1,61574,0,29.044,2120,0,0,136,0,1,0,0
1102,0,0,9466,47065,547,1,7270,1,2.128,3417,0,0,159,0,0,1,1
1103,0,0,1055,78,974,1,8557,0,2.308,3708,0,0,147,0,0,0,1
1104,0,0,7128,108868,477,0,36096,1,9.196,3925,0,0,29,0,0,1,0
1105,0,0,71742,1819,3678,0,75584,0,18.877,4004,0,0,79,0,1,0,0
1106,0,0,145,46990932,190,0,7191,1,1.719,4183,0,0,66,0,1,0,0
1107,0,0,2244,386,471,0,3561,0,1.003,3550,0,0,36,0,0,0,0
1108,0,0,2136,929,546,1,71133,0,19.148,3715,0,1,73,0,0,0,0
1109,0,0,121,1155574,279,1,3017,1,1.031,2925,0,0,64,0,0,1,0
1110,1,0,963,232,414,1,1049,0,0.366,2866,0,0,125,0,0,0,0
1111,0,0,2383,2279,1710,1,16398,1,4.056,4043,0,0,158,0,0,1,0
1112,0,0,20929,5828,6279,1,8340,0,3.277,2545,0,0,148,0,1,0,0
1113,1,0,206,242,286,0,161,0,0.143,1125,0,1,30,0,1,0,0
1114,0,0,11621,422649,10235,1,96056,1,21.523,4463,0,0,103,0,1,1,1
1115,0,0,408,187181,370,1,9707,1,2.682,3619,0,0,98,0,0,0,0
1116,0,0,5416,1122,953,1,8431,0,2.904,2903,0,0,118,0,1,0,0
1117,0,0,12411,265,341,1,25147,0,7.681,3274,0,0,29,0,0,0,0
1118,0,0,12384,174239,100,0,11226,1,3.772,2976,0,0,67,0,0,0,0
1119,0,0,15084,118,708,0,5786,0,1.693,3417,0,1,149,0,0,0,0
1120,1,0,7296,26252,591,1,38281,1,12.58,3043,0,0,104,0,0,0,0
1121,0,0,71,307,241,1,3740,0,0.763,4904,0,0,47,0,0,0,0
1122,0,0,2173,1265913,2372,0,18288,1,4.334,4220,0,0,62,0,0,0,0
1123,0,0,5084,2149,1070,1,15393,0,3.394,4536,0,0,148,0,0,0,0
1124,0,0,3063,647027,244,0,1929,1,0.61,3160,0,1,8,0,0,0,0
1125,0,0,18425,1203,870,0,16224,0,5.733,2830,0,1,53,0,0,0,0
1126,0,0,156854,1078,1249,1,69616,0,16.922,4114,0,0,154,0,0,1,0
1127,0,0,1618,355671,407,0,1342,1,0.316,4244,0,1,30,0,0,0,0
1128,0,0,3317,1137,514,1,236,0,0.073,3233,0,0,139,0,0,0,0
1129,0,0,1301,47,0,0,2174,0,0.98,2218,0,1,91,0,0,0,0
1130,0,0,5976,1709224,1132,0,20982,1,5.535,3791,0,0,158,0,0,0,0
1131,0,0,297,530,503,0,1472,0,0.394,3732,0,0,92,0,0,0,0
1132,1,0,412,252,382,1,5300,0,2.294,2310,0,1,15,0,0,0,0
1133,0,0,2261,3908536,322,0,8472,1,2.105,4024,0,0,144,0,0,1,0
1134,0,0,219,4407,58,0,6014,1,2.021,2976,0,0,135,0,1,0,0
1135,0,0,13213,2834,4968,1,95143,0,23.308,4082,0,0,153,0,0,1,0
1136,0,0,444,551,401,0,11884,0,2.836,4191,0,0,152,0,0,1,0
1137,0,0,2234,1556355,532,1,2245,1,0.552,4068,0,0,89,0,0,1,0
1138,1,0,1372,1141313,308,0,9387,1,2.488,3773,0,0,92,0,0,0,1
1139,0,0,1103,67,184,0,1367,0,0.609,2244,0,1,33,0,0,0,0
1140,0,0,14080,1083,738,1,2498,0,0.597,4185,0,0,130,0,0,1,0
1141,1,0,2828,83,500,1,1723,0,0.876,1966,0,0,32,0,0,0,0
1142,0,0,14480,2253,815,1,9796,0,2.9,3378,0,1,136,0,1,1,0
1143,0,0,76432,58249,18408,1,94450,1,21.282,4438,0,0,121,0,1,1,0
1144,0,0,22,559820,55,1,32558,1,8.097,4021,0,1,13,0,0,0,0
1145,0,0,27464,3417,1008,1,12194,0,3.684,3310,0,0,102,0,0,1,0
1146,0,0,5362,3722,360,0,3230,0,0.776,4160,0,0,24,0,0,0,0
1147,1,0,1,106,29,0,2193,0,0.644,3407,0,0,74,0,0,0,0
1148,0,0,0,602,124,1,13719,0,3.588,3824,0,0,85,0,0,0,0
1149,0,0,2464,124,349,1,960,0,0.235,4093,0,0,102,0,0,1,0
1150,0,0,0,52,59,0,3724,0,0.931,4002,0,0,49,0,0,0,0
1151,0,0,42525,354,3060,1,18750,0,8.836,2122,0,0,106,0,1,1,0
1152,0,0,16064,36183,2066,0,33491,1,7.156,4680,0,0,115,0,0,0,0
1153,1,0,12,2,72,0,18,0,0.017,1034,0,0,102,0,0,0,0
1154,0,0,3019,181,260,1,99273,0,30.859,3217,0,0,46,0,0,0,0
1155,0,0,30852,536,458,0,98779,0,40.902,2415,0,0,136,0,0,0,0
1156,0,0,4745,615848,133902,1,12621,1,3.045,4145,0,1,98,0,0,0,0
1157,0,0,767,322755,1704,1,54787,1,14.201,3858,0,0,111,0,0,1,0
1158,0,0,181,344,255,0,3984,0,1.428,2789,0,1,144,0,0,1,0
1159,0,0,1044,2884,1450,1,3130,0,1.189,2632,0,0,158,0,0,1,0
1160,1,0,11483,110036,2055,1,8382,1,1.916,4375,0,0,116,0,0,1,0
1161,0,0,48649,267,353,1,17679,0,5.069,3488,0,0,96,0,0,0,0
1162,0,0,15,411513,172,0,3961,1,0.989,4004,0,0,43,0,0,0,0
1163,0,0,5431,430,306,1,25535,0,6.166,4141,0,0,48,0,1,0,0
1164,1,0,138,256826,0,1,12608,1,3.013,4185,0,0,129,0,0,0,0
1165,0,0,7,1146299,9,1,59891,1,11.935,5018,0,0,141,0,0,1,0
1166,1,0,5182,45,177,1,1676,0,0.94,1783,0,1,57,0,0,0,0
1167,1,0,8153,1369,1007,0,9680,0,4.227,2290,0,0,73,0,0,0,0
1168,0,0,2018,1450082,88,1,3844,1,1.422,2703,0,0,54,0,0,0,0
1169,0,0,812,490,366,1,9792,0,2.806,3490,0,0,143,0,0,0,0
1170,0,0,4176,70,173,1,6143,0,3.611,1701,0,0,148,0,0,0,0
1171,0,0,1979,126,0,0,2904,0,0.973,2985,0,0,72,0,0,0,0
1172,0,0,1077,617582,2064,1,62347,1,14.926,4177,0,0,160,0,0,0,0
1173,0,0,12535,4043,4323,1,1200,0,0.329,3645,0,0,116,0,1,0,0
1174,0,0,17086,2313,1856,0,27177,1,6.571,4136,0,0,159,0,0,1,0
1175,0,0,5655,105,312,0,1246,0,0.302,4126,0,0,101,0,1,0,1
1176,0,0,6216,287,328,1,3518,0,0.996,3532,0,0,140,0,1,0,0
1177,1,0,4264,327562,214,0,5141,1,1.365,3765,0,0,61,0,1,1,0
1178,0,0,20968,9286,593,1,21218,0,10.104,2100,0,0,156,0,1,1,0
1179,1,0,105,0,0,0,188,0,0.172,1096,0,1,135,0,0,0,0
1180,0,0,23699,15896,4169,0,47197,1,11.343,4161,0,0,114,0,0,1,0
1181,0,0,141,13429,1384,1,4465,1,1.082,4127,0,0,115,0,0,0,0
1182,0,0,12087,179,638,1,2992,0,1.379,2170,0,0,50,0,0,0,0
1183,0,0,12424,854,828,1,13046,0,3.878,3364,0,0,152,0,1,1,0
1184,0,0,109718,7976,8767,0,125711,0,28.966,4340,0,0,122,0,1,0,0
1185,0,0,2240,286,368,0,1834,0,0.997,1839,0,0,31,0,1,0,0
1186,0,0,16,12120,189,0,100621,1,23.816,4225,0,0,95,0,1,0,0
1187,1,0,227,126,42,1,932,0,0.309,3012,0,0,53,0,0,0,0
1188,0,0,325,160,0,0,1754,0,0.418,4196,0,1,55,0,0,0,0
1189,0,0,14696,1982,3711,1,114224,0,27.577,4142,0,0,159,0,1,0,0
1190,1,0,84705,3480,3482,0,19085,0,13.86,1377,0,0,108,0,1,1,0
1191,0,0,11104,23163,216,0,14096,0,4.482,3145,0,0,34,0,0,0,0
1192,0,0,13566,246,676,0,9715,0,4.467,2175,0,1,43,0,0,0,0
1193,1,0,476,179,0,0,1754,0,0.592,2963,0,1,40,0,0,1,0
1194,0,0,11089,53236,874,0,16091,0,3.907,4118,0,1,121,0,0,0,1
1195,0,0,35448,266,537,1,8777,0,2.305,3808,0,0,49,0,0,0,0
1196,0,0,1383,689743,2998,1,53340,1,12.813,4163,0,0,49,0,0,1,0
1197,0,0,10692,539,589,1,12651,0,3.057,4138,0,0,160,0,0,1,1
1198,1,0,1819,201,281,1,981,0,0.963,1019,0,0,135,0,0,0,0
1199,1,0,16881,533,767,1,5003,0,4.148,1206,0,0,156,0,0,1,0
1200,1,0,1188,25959,106,0,25377,0,18.995,1336,0,0,157,0,0,0,0
1201,1,0,419,865979,1796,0,77083,1,17.369,4438,0,0,127,0,0,1,0
1202,1,0,4626,2471,1043,1,6687,0,1.747,3828,0,0,19,0,0,0,0
1203,1,0,18817,737,1162,1,4340,0,1.138,3815,0,0,124,0,0,0,0
1204,1,0,2964,148,340,1,4572,0,3.354,1363,0,1,117,0,0,0,0
1205,0,0,3040,13946,525,1,2639,1,0.658,4011,0,0,145,0,0,0,0
1206,0,0,43555,839,1068,1,38943,0,23.488,1658,0,0,44,0,0,0,0
1207,0,0,16039,128,476,1,2228,0,0.963,2314,0,0,135,0,0,1,1
1208,0,0,2961,49,385,0,6103,0,1.584,3852,0,1,100,0,0,0,0
1209,0,0,14323,13992,895,1,34879,0,10.653,3274,0,0,125,0,0,0,0
1210,1,0,181,1030719,208,1,689,1,0.281,2455,0,0,64,0,0,0,0
1211,1,0,5911,546,629,0,5019,0,1.21,4148,0,0,61,0,0,0,0
1212,0,0,101,3032209,36,0,5619,1,1.481,3795,0,0,68,0,1,0,0
1213,0,0,66,1341788,45,0,1440,1,0.342,4212,0,0,91,0,1,0,0
1214,1,0,2605,42,624,0,2023,0,2.199,920,0,0,75,0,0,0,0
1215,0,0,533,2946120,235,0,2572,1,0.735,3498,0,0,80,0,0,1,0
1216,1,0,18,72,0,0,1772,0,0.51,3474,0,1,93,0,0,0,0
1217,0,0,11746,6539,1674,1,7250,1,1.789,4052,0,0,141,0,1,0,1
1218,0,0,991,16,0,1,1470,0,0.616,2386,0,0,78,0,0,0,0
1219,0,0,11061,24073,1897,0,44619,1,9.338,4778,0,0,157,0,0,0,0
1220,0,0,295,181,470,0,2937,0,0.771,3808,0,0,147,0,0,1,0
1221,1,0,12083,3518,2155,1,5115,1,1.457,3511,0,0,122,0,0,0,0
1222,0,0,1278,44,0,1,2779,0,0.695,3999,0,0,33,0,0,0,0
1223,0,0,33914,218453,330,1,13825,0,11.483,1204,0,1,60,0,1,0,0
1224,0,0,1606,6808067,10101,0,6340,1,1.77,3581,0,1,27,0,0,0,0
1225,1,0,38742,163,981,0,25686,0,21.423,1199,0,0,93,0,0,0,0
1226,0,0,534,1610957,154,0,8848,1,2.3,3847,0,0,115,0,0,1,1
1227,0,0,39909,2392922,723,0,5544,1,1.322,4193,0,0,102,0,0,1,0
1228,0,0,41611,2078,1847,1,137676,0,44.744,3077,0,0,96,0,0,0,0
1229,0,0,531,745461,161,1,1082,0,0.335,3231,0,0,88,0,0,1,1
1230,0,0,2212,23,105,1,1777,0,0.68,2612,0,0,63,0,0,0,0
1231,0,0,72784,694,1920,1,22644,0,5.381,4208,0,0,154,0,0,1,0
1232,0,0,18410,60196,53855,1,11695,1,2.811,4161,0,0,156,0,1,1,1
1233,0,0,3068,251,300,0,432,0,0.234,1849,0,0,151,0,0,0,0
1234,0,0,280,875716,337,0,7215,1,1.735,4158,0,0,26,0,0,0,0
1235,0,0,1283,99,629,0,2442,0,0.733,3331,0,0,120,0,1,0,0
1236,0,0,49883,718,707,1,42004,0,21.877,1920,0,0,153,0,0,0,0
1237,0,0,460,5199,300,1,2948,0,0.89,3313,0,1,24,0,0,0,0
1238,0,0,2719,76,101,1,694,0,0.332,2091,0,0,90,0,0,0,1
1239,0,0,18164,43616,580,1,14788,0,2.947,5018,0,0,135,0,0,0,0
1240,0,0,8272,322,550,1,14615,0,3.75,3897,0,0,58,0,0,0,0
1241,1,0,2203,977,1705,1,4184,0,1.876,2230,0,0,151,0,1,0,0
1242,0,0,84923,432,571,1,17513,0,5.422,3230,0,1,16,0,0,0,0
1243,0,0,10264,1145,1039,1,22181,0,7.381,3005,0,0,92,0,0,0,1
1244,1,0,1683,749,775,1,3300,0,2.78,1187,0,0,69,0,1,1,0
1245,0,0,11342,3035,3242,0,2529,1,0.644,3928,0,0,119,0,0,0,0
1246,1,0,41555,1262,207,0,65702,0,28.223,2328,0,1,25,0,0,0,0
1247,0,0,71207,4138,1250,1,42684,0,13.017,3279,0,0,83,0,0,1,0
1248,0,0,7402,354,243,1,12242,0,3.694,3314,0,0,21,0,0,0,0
1249,1,0,4125,199,239,1,5991,0,2.074,2888,0,0,39,0,0,0,0
1250,1,0,3669,239,305,1,6481,0,1.597,4057,0,0,116,0,0,0,0
1251,1,0,56,428,15,0,2936,0,3.014,974,0,1,159,0,0,1,0
1252,0,0,20632,5732,1836,1,10840,1,2.598,4172,0,0,155,0,1,1,0
1253,0,0,2399,671018,1305,1,20996,1,5.01,4191,0,0,17,0,0,0,0
1254,0,0,39949,8351,8973,0,76156,0,43.718,1742,0,1,120,0,1,0,0
1255,1,0,52085,801,726,1,23347,0,7.845,2976,0,0,95,0,0,1,0
1256,1,0,158,0,0,0,302,0,0.21,1435,0,1,148,0,0,0,0
1257,1,0,77076,1824,3532,0,17602,0,7.22,2438,0,0,118,0,0,0,0
1258,0,0,338,145,1469,0,1070,0,1.112,962,0,0,71,0,0,0,0
1259,1,0,88,0,0,0,216,0,0.149,1445,0,1,61,0,0,0,0
1260,0,0,21449,2437,4953,0,12218,0,3.934,3106,0,0,155,0,1,0,0
1261,0,0,1215,603,1228,1,103286,0,24.727,4177,0,0,94,0,1,0,0
1262,1,0,6001,35,177,0,801,0,0.451,1776,0,0,54,0,1,1,0
1263,1,0,4580,281,262,1,1903,0,0.729,2610,0,0,19,0,0,0,0
1264,0,0,3494,357,225,0,2462,0,0.972,2532,0,1,96,0,0,0,0
1265,0,0,6207,22377,4535,1,128763,1,30.476,4225,0,0,131,0,0,1,1
1266,0,0,4159,1577,1352,1,7779,0,2.175,3577,0,1,54,0,0,0,0
1267,0,0,11108,6581,2560,1,26989,0,6.538,4128,0,0,156,0,1,1,0
1268,0,0,7361,25,116,0,666,0,0.241,2769,0,1,143,0,0,1,0
1269,1,0,4266,866,2135,0,2571,0,1.612,1595,0,0,157,0,0,1,0
1270,0,0,18724,1495,4995,1,3291,0,0.79,4167,0,0,117,0,1,1,1
1271,0,0,1851,387,914,1,9535,0,2.293,4158,0,0,108,0,0,0,0
1272,0,0,30,54,0,0,1523,0,0.436,3494,0,0,108,0,0,0,0
1273,0,0,5393,264,637,0,573,0,0.232,2467,0,0,91,0,0,0,0
1274,0,0,2844,1954,691,1,21528,0,4.291,5017,0,0,157,0,0,1,0
1275,0,0,17,237,0,0,6605,0,1.709,3864,0,0,30,0,0,1,0
1276,0,0,7800,427,724,0,5204,0,1.087,4789,0,0,36,0,0,0,0
1277,0,0,4663,7203,7053,0,8356,0,2.921,2861,0,0,122,0,0,0,0
1278,0,0,74662,42511,969,1,3497,1,0.818,4276,0,0,71,0,0,1,0
1279,1,0,155,1,0,0,253,0,0.192,1317,0,1,120,0,0,0,0
1280,1,0,4075,1352,2996,1,4233,0,1.479,2863,0,0,158,0,0,1,0
1281,0,0,1220,100534,58681,1,3015,0,1.102,2737,0,0,148,0,0,0,0
1282,0,0,1669,6667,1520,1,6978,1,1.899,3675,0,0,143,0,0,0,0
1283,0,0,1189,2063300,63,1,11430,1,2.667,4286,0,0,34,0,0,1,0
1284,0,0,12408,13135,2122,0,8952,0,2.133,4196,0,0,121,0,1,0,0
1285,0,0,37431,39301,9426,0,4708,1,1.038,4536,0,1,152,0,0,1,0
1286,0,0,19913,1078,1161,0,18706,0,5.143,3637,0,0,153,0,0,0,1
1287,1,0,520,58,241,1,256,0,0.139,1847,0,0,78,0,0,0,0
1288,0,0,4015,2402742,11,0,13280,1,3.803,3492,0,0,32,0,0,0,0
1289,0,0,3396,46,132,1,4542,0,1.092,4161,0,0,153,0,0,0,0
1290,1,0,643,81,284,0,197,0,0.165,1194,0,0,38,0,1,0,0
1291,0,0,4657,1200461,405,0,11173,1,2.696,4144,0,0,120,0,0,0,0
1292,1,0,3558,326,587,1,2261,0,0.747,3025,0,0,160,0,0,1,0
1293,1,0,77,2,0,0,197,0,0.151,1303,0,1,138,0,0,0,0
1294,1,0,23,112,325,0,1039,0,0.314,3310,0,0,44,0,0,0,0
1295,0,0,24478,362,1434,0,17441,0,5.137,3395,0,0,150,0,0,0,0
1296,0,0,6052,13674,4609,1,24158,1,6.058,3988,0,0,85,0,0,0,0
1297,0,0,8942,1898,807,1,10848,1,2.601,4170,0,0,96,0,0,0,0
1298,0,0,529,54,81,1,735,0,0.176,4172,0,0,32,0,0,0,0
1299,1,0,91,0,0,0,203,0,0.14,1445,0,1,133,0,0,0,0
1300,0,0,11478,289,283,0,5665,0,1.68,3373,0,0,27,0,0,0,0
1301,0,0,3071,450,256,0,94052,0,41.287,2278,0,0,43,0,0,0,0
1302,0,0,9579,96171,2266,1,19224,1,4.613,4167,0,0,147,0,1,1,0
1303,1,0,1488,1215,3727,1,16247,0,4.885,3326,0,0,61,0,0,0,0
1304,0,0,13112,4529,1021,1,10953,0,5.343,2050,0,0,160,0,1,1,1
1305,0,0,1734,759,675,1,2332,0,1.094,2131,0,0,155,0,1,0,0
1306,1,0,17342,2699,1024,1,13302,1,3.39,3924,0,0,128,0,1,0,1
1307,1,0,2546,13243,816,1,14113,1,4.087,3453,0,0,155,0,0,1,0
1308,0,0,25597,60150,2916,0,141575,0,36.687,3859,0,0,121,0,0,0,1
1309,1,0,3935,4933,1111,1,17239,1,6.449,2673,0,0,121,0,0,0,0
1310,0,0,179487,3675,1021,0,139176,0,72.905,1909,0,0,84,0,0,1,0
1311,0,0,224130,664,2281,1,70393,0,16.276,4325,0,0,97,0,0,0,0
1312,0,0,17604,700,559,1,17381,0,4.506,3857,0,0,155,0,1,1,0
1313,0,0,4329,433,378,1,5073,0,1.031,4919,0,0,113,0,0,1,0
1314,1,0,414,2,0,0,850,0,0.786,1082,0,1,136,0,0,0,0
1315,0,0,7014,813077,233,0,34616,1,8.547,4050,0,0,101,0,1,1,0
1316,1,0,242,49,231,1,260,0,0.087,2981,0,0,56,0,0,0,0
1317,0,0,1064,171,288,1,628,0,0.196,3204,0,0,138,0,0,0,0
1318,0,0,11883,422,1184,0,44605,0,12.547,3555,0,0,139,0,0,0,0
1319,0,0,1249,440,418,1,6819,0,1.386,4919,0,0,117,0,0,1,0
1320,0,0,4427,64,266,0,636,0,0.445,1430,0,0,98,0,0,0,0
1321,0,0,16862,2416,678,1,18591,0,13.356,1392,0,0,146,0,0,0,0
1322,1,0,119,675610,464,1,1498,1,0.482,3106,0,0,55,0,0,1,0
1323,1,0,18487,709,1240,1,8728,0,4.214,2071,0,1,12,0,0,0,0
1324,1,0,131799,268,821,0,7172,0,2.319,3093,0,0,116,0,0,0,1
1325,0,0,12060,22760,2592,0,16491,1,7.313,2255,0,1,63,0,0,0,0
1326,0,0,4427,1611,893,1,11773,1,2.81,4189,0,0,104,0,0,0,0
1327,1,0,23571,187,250,0,16545,0,7.544,2193,0,1,121,0,0,0,0
1328,0,0,13975,64424,1414,1,5041,1,1.24,4064,0,0,53,0,0,0,0
1329,0,0,9500,53970,189,1,14424,0,4.586,3145,0,0,60,0,0,0,1
1330,0,0,661,23,38,1,1505,0,0.493,3052,0,0,142,0,0,0,0
1331,0,0,7999,129,368,1,3241,0,1.145,2831,0,0,110,0,1,1,0
1332,0,0,12,1298515,26,0,25671,0,6.342,4048,0,0,89,0,0,0,1
1333,0,0,106,9,70,0,3491,0,0.864,4039,0,0,40,0,0,0,0
1334,0,0,7856,68407,2414,1,28183,1,7.943,3548,0,0,65,0,0,1,0
1335,0,0,3055,51693497,10011,1,12867,1,2.915,4414,0,0,14,0,0,0,0
1336,0,0,1,871,931,0,34830,0,9.343,3728,0,0,158,0,1,1,0
1337,0,0,4638,1279,2056,1,20467,0,5.028,4071,0,1,87,0,0,0,0
1338,0,0,1030,89,612,0,1389,0,0.425,3267,0,0,157,0,1,0,0
1339,0,0,12943,3092,4628,1,180993,0,48.42,3738,0,0,153,0,1,0,0
1340,0,0,22590,490,380,1,39463,0,22.059,1789,0,0,110,0,1,0,0
1341,0,0,165,807908,2154,0,9090,1,2.16,4208,0,0,142,0,0,0,0
1342,1,0,2009,1108,1837,1,861,0,0.299,2881,0,1,125,0,0,0,1
1343,1,0,849,28,0,1,1341,0,0.411,3259,0,0,107,0,0,0,0
1344,0,0,22165,28597,945,1,30016,1,7.254,4138,0,0,143,0,0,1,0
1345,1,0,848,231,1392,1,3025,0,0.921,3283,0,0,143,0,0,0,0
1346,0,0,5617,1054,900,1,20678,0,5.911,3498,0,1,129,0,1,0,0
1347,0,0,4562,231,0,1,16380,0,5.445,3008,0,1,56,0,0,0,0
1348,1,0,159,2,0,0,321,0,0.222,1446,0,1,36,0,0,0,0
1349,0,0,1202,312,859,1,5472,0,1.888,2899,0,0,157,0,0,0,0
1350,0,0,21578,839,333,0,27970,0,8.746,3198,0,0,160,0,0,1,0
1351,0,0,2569,4331,501,1,10264,0,2.677,3834,0,0,137,0,0,1,0
1352,0,0,2657,110,791,0,1849,0,0.444,4163,0,0,120,0,0,0,0
